40000,825000,15446,19446,210554,50000
50000,875000,22284,26284,203716,50000
50000,925000,29587,33587,196413,50000
50000,975000,33594,37594,192406,50000
50000,1025000,29382,33382,196618,50000
50000,1075000,31017,35017,194983,50000
50000,1125000,45912,49912,180088,50000
50000,1175000,47334,51334,178666,50000
50000,1225000,44034,48034,181966,50000
50000,1275000,32183,36183,193817,40000
40000,1315000,7034,11034,218966,0
